id,release_date,movie,production_budget,domestic_gross,worldwide_gross,,,,,,,,
39,15-Mar-85,Def-Con 4,"$1,300,000 ","$210,904 ","$210,904 ",,Def-Con 4,,,,,#VALUE!,0
40,9-Dec-05,Neal n' Nikki,"$1,300,000 ","$100,358 ","$329,621 ",,Neal n' Nikki,,,,,#VALUE!,0
41,19-Dec-03,The Hebrew Hammer,"$1,300,000 ","$77,755 ","$90,213 ",,The Hebrew Hammer,,,,,#VALUE!,0
42,13-Jun-14,Los insolitos peces gato,"$1,300,000 ","$11,278 ","$54,665 ",,Los insolitos peces gato,,,,,#VALUE!,0
43,7-Apr-06,Simon,"$1,300,000 ","$4,055 ","$1,738,663 ",,Simon,,,,,#VALUE!,0
44,24-May-11,Forget Me Not,"$1,300,000 ",$0 ,"$13,465 ",,Forget Me Not,,,,,#VALUE!,0
45,8-Jun-10,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,"$1,300,000 ",$0 ,$0 ,,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,,,,,#VALUE!,0
46,26-Jun-15,The Algerian,"$1,300,000 ",$0 ,$0 ,,The Algerian,,,,,#VALUE!,0
47,21-Mar-40,Rebecca,"$1,288,000 ","$6,000,000 ","$6,002,370 ",,Rebecca,,,,,#VALUE!,0
48,30-Apr-81,Friday the 13th Part 2,"$1,250,000 ","$21,722,776 ","$21,722,776 ",,Friday the 13th Part 2,,,,,#VALUE!,0
49,29-Nov-45,The Lost Weekend,"$1,250,000 ","$11,000,000 ","$11,000,000 ",,The Lost Weekend,,,,,#VALUE!,0
50,31-Aug-84,C.H.U.D.,"$1,250,000 ","$4,700,000 ","$4,700,000 ",,C.H.U.D.,,,,,#VALUE!,0
51,17-Oct-14,Dear White People,"$1,250,000 ","$4,404,154 ","$5,403,771 ",,Dear White People,,,,,#VALUE!,0
52,19-Apr-13,Filly Brown,"$1,250,000 ","$2,850,357 ","$2,940,411 ",,Filly Brown,,,,,#VALUE!,0
53,21-Jan-53,Niagara,"$1,250,000 ","$2,500,000 ","$2,500,000 ",,Niagara,,,,,#VALUE!,0
54,31-Dec-16,Bodom,"$1,250,000 ",$0 ,"$726,460 ",,Bodom,,,,,#VALUE!,0
55,28-Oct-41,How Green Was My Valley,"$1,250,000 ",$0 ,$0 ,,How Green Was My Valley,,,,,#VALUE!,0
56,13-Jan-15,Da Sweet Blood of Jesus,"$1,250,000 ",$0 ,$0 ,,Da Sweet Blood of Jesus,,,,,#VALUE!,0
57,29-Oct-04,Saw,"$1,200,000 ","$55,968,727 ","$103,880,027 ",,Saw,,,,,#VALUE!,0
58,4-Aug-89,"Sex, Lies, and Videotape","$1,200,000 ","$24,741,667 ","$36,741,667 ",,"Sex, Lies, and Videotape",,,,,#VALUE!,0
59,15-Feb-02,Super Troopers,"$1,200,000 ","$18,492,362 ","$23,046,142 ",,Super Troopers,,,,,#VALUE!,0
60,22-Feb-02,Monsoon Wedding,"$1,200,000 ","$13,876,974 ","$27,025,600 ",,Monsoon Wedding,,,,,#VALUE!,0
61,10-Nov-00,You Can Count on Me,"$1,200,000 ","$9,180,275 ","$10,827,356 ",,You Can Count on Me,,,,,#VALUE!,0
62,3-Jul-51,Strangers on a Train,"$1,200,000 ","$7,000,000 ","$7,000,000 ",,Strangers on a Train,,,,,#VALUE!,0
63,3-Oct-55,The Trouble with Harry,"$1,200,000 ","$7,000,000 ","$7,000,000 ",,The Trouble with Harry,,,,,#VALUE!,0
64,29-Dec-67,"Il buono, il brutto, il cattivo","$1,200,000 ","$6,100,000 ","$6,100,000 ",,"Il buono, il brutto, il cattivo",,,,,#VALUE!,0
65,18-Sep-51,The Day the Earth Stood Still,"$1,200,000 ","$3,700,000 ","$3,700,000 ",,The Day the Earth Stood Still,,,,,#VALUE!,0
66,19-Apr-13,Home Run,"$1,200,000 ","$2,859,955 ","$2,859,955 ",,Home Run,,,,,#VALUE!,0
67,23-Oct-92,Reservoir Dogs,"$1,200,000 ","$2,832,029 ","$2,832,029 ",,Reservoir Dogs,,,,,#VALUE!,0
68,7-Jul-00,But I'm a Cheerleader,"$1,200,000 ","$2,205,627 ","$2,509,344 ",,But I'm a Cheerleader,,,,,#VALUE!,0
69,23-Dec-56,The Wrong Man,"$1,200,000 ","$2,000,000 ","$2,000,000 ",,The Wrong Man,,,,,#VALUE!,0
70,26-Sep-75,The Rocky Horror Picture Show,"$1,200,000 ","$1,414,845 ","$1,615,976 ",,The Rocky Horror Picture Show,,,,,#VALUE!,0
71,1-Jan-76,The Blue Bird,"$1,200,000 ","$887,000 ","$887,000 ",,The Blue Bird,,,,,#VALUE!,0
72,13-Apr-12,Blue Like Jazz,"$1,200,000 ","$595,018 ","$595,018 ",,Blue Like Jazz,,,,,#VALUE!,0
73,28-Aug-15,Que Horas Ela Volta?,"$1,200,000 ","$376,976 ","$3,249,041 ",,Que Horas Ela Volta?,,,,,#VALUE!,0
74,19-Nov-82,Q,"$1,200,000 ","$255,000 ","$255,000 ",,Q,,,,,#VALUE!,0
75,21-Mar-03,Down & Out with the Dolls,"$1,200,000 ","$58,936 ","$58,936 ",,Down & Out with the Dolls,,,,,#VALUE!,0
76,1-Jun-12,"Pink Ribbons, Inc.","$1,200,000 ","$26,608 ","$26,608 ",,"Pink Ribbons, Inc.",,,,,#VALUE!,0
77,6-Feb-18,Blood Feast,"$1,200,000 ","$8,708 ","$8,708 ",,Blood Feast,,,,,#VALUE!,0
78,11-Feb-11,Certifiably Jonathan,"$1,200,000 ","$7,826 ","$7,826 ",,Certifiably Jonathan,,,,,#VALUE!,0
79,18-Sep-15,La navaja de Don Juan,"$1,200,000 ","$4,254 ","$4,254 ",,La navaja de Don Juan,,,,,#VALUE!,0
80,31-Dec-08,Extreme Movie,"$1,200,000 ",$0 ,"$81,338 ",,Extreme Movie,,,,,#VALUE!,0
81,20-Oct-36,The Charge of the Light Brigade,"$1,200,000 ",$0 ,$0 ,,The Charge of the Light Brigade,,,,,#VALUE!,0
82,18-Jun-04,Grand Theft Parsons,"$1,200,000 ",$0 ,$0 ,,Grand Theft Parsons,,,,,#VALUE!,0
83,28-Aug-12,Below Zero,"$1,200,000 ",$0 ,$0 ,,Below Zero,,,,,#VALUE!,0
84,7-Sep-12,Crowsnest,"$1,200,000 ",$0 ,$0 ,,Crowsnest,,,,,#VALUE!,0
85,14-Sep-12,Airborne,"$1,200,000 ",$0 ,$0 ,,Airborne,,,,,#VALUE!,0
86,9-Sep-14,Cotton Comes to Harlem,"$1,200,000 ",$0 ,$0 ,,Cotton Comes to Harlem,,,,,#VALUE!,0
87,3-Feb-15,Bleeding Hearts,"$1,200,000 ",$0 ,$0 ,,Bleeding Hearts,,,,,#VALUE!,0
88,31-Dec-13,The Wicked Within,"$1,200,000 ",$0 ,$0 ,,The Wicked Within,,,,,#VALUE!,0
89,31-Dec-17,The Islands,"$1,200,000 ",$0 ,$0 ,,The Islands,,,,,#VALUE!,0
90,21-Mar-14,God's Not Dead,"$1,150,000 ","$60,755,732 ","$63,777,092 ",,God's Not Dead,,,,,#VALUE!,0
91,7-Oct-05,Waiting...,"$1,125,000 ","$16,124,543 ","$18,673,274 ",,Waiting...,,,,,#VALUE!,0
92,12-May-06,Dead Man's Shoes,"$1,125,000 ","$6,408 ","$414,736 ",,Dead Man's Shoes,,,,,#VALUE!,0
93,1-Feb-80,The Fog,"$1,100,000 ","$21,445,318 ","$21,445,820 ",,The Fog,,,,,#VALUE!,0
94,25-Dec-05,Wolf Creek,"$1,100,000 ","$16,186,348 ","$29,005,064 ",,Wolf Creek,,,,,#VALUE!,0
95,11-Feb-05,Ong-Bak,"$1,100,000 ","$4,563,167 ","$24,062,965 ",,Ong-Bak,,,,,#VALUE!,0
96,23-Mar-12,Serbuan maut,"$1,100,000 ","$4,105,123 ","$9,297,407 ",,Serbuan maut,,,,,#VALUE!,0
97,26-Sep-86,Down by Law,"$1,100,000 ","$1,436,000 ","$1,436,000 ",,Down by Law,,,,,#VALUE!,0
98,4-Sep-87,The Offspring,"$1,100,000 ","$1,355,728 ","$1,355,728 ",,The Offspring,,,,,#VALUE!,0
99,22-Feb-02,Sex with Strangers,"$1,100,000 ","$247,740 ","$247,740 ",,Sex with Strangers,,,,,#VALUE!,0
100,18-May-12,Beyond the Black Rainbow,"$1,100,000 ","$56,491 ","$56,491 ",,Beyond the Black Rainbow,,,,,#VALUE!,0
1,14-May-03,Dracula: Pages from a Virgin's Diary,"$1,100,000 ","$39,659 ","$81,371 ",,Dracula: Pages from a Virgin's Diary,,,,,#VALUE!,0
2,21-Nov-14,The Sleepwalker,"$1,100,000 ","$2,636 ","$2,636 ",,The Sleepwalker,,,,,#VALUE!,0
3,7-Mar-17,Departure,"$1,100,000 ",$0 ,"$27,561 ",,Departure,,,,,#VALUE!,0
4,7-Apr-09,Faith Like Potatoes,"$1,100,000 ",$0 ,$0 ,,Faith Like Potatoes,,,,,#VALUE!,0
5,23-Mar-10,Lake Mungo,"$1,100,000 ",$0 ,$0 ,,Lake Mungo,,,,,#VALUE!,0
6,7-Apr-15,Silent Running,"$1,100,000 ",$0 ,$0 ,,Silent Running,,,,,#VALUE!,0
7,31-Dec-10,The Dead Undead,"$1,100,000 ",$0 ,$0 ,,The Dead Undead,,,,,#VALUE!,0
8,31-Dec-13,The Vatican Exorcisms,"$1,100,000 ",$0 ,$0 ,,The Vatican Exorcisms,,,,,#VALUE!,0
9,11-Dec-09,Rocket Singh: Salesman of the Year,"$1,070,000 ","$164,649 ","$5,348,767 ",,Rocket Singh: Salesman of the Year,,,,,#VALUE!,0
10,23-Jan-43,Casablanca,"$1,039,000 ","$10,462,500 ","$10,496,855 ",,Casablanca,,,,,#VALUE!,0
11,21-Nov-76,Rocky,"$1,000,000 ","$117,235,147 ","$225,000,000 ",,Rocky,,,,,#VALUE!,0
12,6-Jan-12,The Devil Inside,"$1,000,000 ","$53,262,945 ","$101,759,490 ",,The Devil Inside,,,,,#VALUE!,0
13,7-Oct-63,Tom Jones,"$1,000,000 ","$37,600,000 ","$37,600,000 ",,Tom Jones,,,,,#VALUE!,0
14,17-Apr-15,Unfriended,"$1,000,000 ","$32,789,645 ","$64,364,198 ",,Unfriended,,,,,#VALUE!,0
15,8-Feb-76,Taxi Driver,"$1,000,000 ","$28,262,574 ","$28,316,211 ",,Taxi Driver,,,,,#VALUE!,0
16,24-May-06,An Inconvenient Truth,"$1,000,000 ","$24,146,161 ","$53,365,925 ",,An Inconvenient Truth,,,,,#VALUE!,0
17,23-Aug-13,You're Next,"$1,000,000 ","$18,494,006 ","$26,887,177 ",,You're Next,,,,,#VALUE!,0
18,25-May-12,Chernobyl Diaries,"$1,000,000 ","$18,119,640 ","$42,411,721 ",,Chernobyl Diaries,,,,,#VALUE!,0
19,10-Apr-81,The Howling,"$1,000,000 ","$17,985,000 ","$17,985,000 ",,The Howling,,,,,#VALUE!,0
20,8-May-63,Dr. No,"$1,000,000 ","$16,067,035 ","$59,567,035 ",,Dr. No,,,,,#VALUE!,0
21,18-Sep-87,Hellraiser,"$1,000,000 ","$14,564,000 ","$14,575,148 ",,Hellraiser,,,,,#VALUE!,0
22,11-Mar-16,"Hello, My Name is Doris","$1,000,000 ","$14,444,999 ","$14,662,703 ",,"Hello, My Name is Doris",,,,,#VALUE!,0
23,16-Sep-05,Cry Wolf,"$1,000,000 ","$10,047,674 ","$15,943,081 ",,Cry Wolf,,,,,#VALUE!,0
24,18-Aug-00,Godzilla 2000,"$1,000,000 ","$10,037,390 ","$10,037,390 ",,Godzilla 2000,,,,,#VALUE!,0
25,29-Dec-10,Blue Valentine,"$1,000,000 ","$9,737,892 ","$16,566,240 ",,Blue Valentine,,,,,#VALUE!,0
26,20-Jan-06,Transamerica,"$1,000,000 ","$9,015,303 ","$16,553,163 ",,Transamerica,,,,,#VALUE!,0
27,1-Jan-70,Beyond the Valley of the Dolls,"$1,000,000 ","$9,000,000 ","$9,000,000 ",,Beyond the Valley of the Dolls,,,,,#VALUE!,0
28,15-Nov-56,Love Me Tender,"$1,000,000 ","$9,000,000 ","$9,000,000 ",,Love Me Tender,,,,,#VALUE!,0
29,20-Jul-18,Unfriended: Dark Web,"$1,000,000 ","$8,866,745 ","$16,434,588 ",,Unfriended: Dark Web,,,,,#VALUE!,0
30,14-Dec-49,Sands of Iwo Jima,"$1,000,000 ","$7,800,000 ","$7,800,000 ",,Sands of Iwo Jima,,,,,#VALUE!,0
31,25-Sep-15,The Green Inferno,"$1,000,000 ","$7,192,291 ","$12,931,420 ",,The Green Inferno,,,,,#VALUE!,0
32,3-Feb-17,I Am Not Your Negro,"$1,000,000 ","$7,123,919 ","$9,617,402 ",,I Am Not Your Negro,,,,,#VALUE!,0
33,19-Oct-12,The Sessions,"$1,000,000 ","$6,002,451 ","$11,495,204 ",,The Sessions,,,,,#VALUE!,0
34,4-Apr-08,Shine a Light,"$1,000,000 ","$5,505,267 ","$16,173,879 ",,Shine a Light,,,,,#VALUE!,0
35,23-Mar-12,October Baby,"$1,000,000 ","$5,355,847 ","$5,391,992 ",,October Baby,,,,,#VALUE!,0
36,12-Sep-14,The Skeleton Twins,"$1,000,000 ","$5,284,309 ","$5,797,192 ",,The Skeleton Twins,,,,,#VALUE!,0
37,14-Jun-13,20 Feet From Stardom,"$1,000,000 ","$4,946,250 ","$5,892,466 ",,20 Feet From Stardom,,,,,#VALUE!,0
38,12-Jun-09,"Food, Inc.","$1,000,000 ","$4,417,674 ","$4,731,944 ",,"Food, Inc.",,,,,#VALUE!,0
39,28-Jul-17,An Inconvenient Sequel,"$1,000,000 ","$3,496,795 ","$5,839,322 ",,An Inconvenient Sequel,,,,,#VALUE!,0
40,21-Aug-98,Next Stop Wonderland,"$1,000,000 ","$3,395,581 ","$3,465,703 ",,Next Stop Wonderland,,,,,#VALUE!,0
41,6-Jun-14,Obvious Child,"$1,000,000 ","$3,122,616 ","$3,324,070 ",,Obvious Child,,,,,#VALUE!,0
42,21-Oct-11,Martha Marcy May Marlene,"$1,000,000 ","$2,981,038 ","$5,438,911 ",,Martha Marcy May Marlene,,,,,#VALUE!,0
43,3-Aug-05,Junebug,"$1,000,000 ","$2,678,010 ","$3,553,253 ",,Junebug,,,,,#VALUE!,0
44,1-Aug-08,Frozen River,"$1,000,000 ","$2,511,476 ","$6,030,129 ",,Frozen River,,,,,#VALUE!,0
45,21-Nov-01,Sidewalks of New York,"$1,000,000 ","$2,402,459 ","$3,575,308 ",,Sidewalks of New York,,,,,#VALUE!,0
46,24-Apr-98,Two Girls and a Guy,"$1,000,000 ","$2,057,193 ","$2,315,026 ",,Two Girls and a Guy,,,,,#VALUE!,0
47,29-Sep-00,The Broken Hearts Club: A Romantic Comedy,"$1,000,000 ","$1,744,858 ","$2,022,442 ",,The Broken Hearts Club: A Romantic Comedy,,,,,#VALUE!,0
48,28-Jun-06,Who Killed the Electric Car?,"$1,000,000 ","$1,678,874 ","$1,849,392 ",,Who Killed the Electric Car?,,,,,#VALUE!,0
49,18-Sep-09,The Secrets of Jonathan Sperry,"$1,000,000 ","$1,355,079 ","$1,355,079 ",,The Secrets of Jonathan Sperry,,,,,#VALUE!,0
50,17-Jul-96,Walking and Talking,"$1,000,000 ","$1,287,480 ","$1,615,787 ",,Walking and Talking,,,,,#VALUE!,0
51,19-Sep-03,Bubba Ho-Tep,"$1,000,000 ","$1,239,183 ","$1,492,895 ",,Bubba Ho-Tep,,,,,#VALUE!,0
52,7-Dec-01,No Man's Land,"$1,000,000 ","$1,067,481 ","$2,684,207 ",,No Man's Land,,,,,#VALUE!,0
53,9-Oct-98,Slam,"$1,000,000 ","$1,009,819 ","$1,087,521 ",,Slam,,,,,#VALUE!,0
54,6-Oct-17,Visages villages,"$1,000,000 ","$952,432 ","$4,015,686 ",,Visages villages,,,,,#VALUE!,0
55,6-Apr-01,Brigham City,"$1,000,000 ","$852,206 ","$852,206 ",,Brigham City,,,,,#VALUE!,0
56,18-Aug-17,Patti Cake$,"$1,000,000 ","$800,148 ","$1,471,090 ",,Patti Cake$,,,,,#VALUE!,0
57,1-Dec-00,Panic,"$1,000,000 ","$779,137 ","$1,425,707 ",,Panic,,,,,#VALUE!,0
58,9-May-14,Palo Alto,"$1,000,000 ","$767,732 ","$1,156,309 ",,Palo Alto,,,,,#VALUE!,0
59,8-Sep-00,Fiza,"$1,000,000 ","$623,791 ","$1,179,462 ",,Fiza,,,,,#VALUE!,0
60,3-Feb-10,Ajami,"$1,000,000 ","$621,859 ","$2,721,096 ",,Ajami,,,,,#VALUE!,0
61,23-Oct-98,Orgazmo,"$1,000,000 ","$582,024 ","$627,287 ",,Orgazmo,,,,,#VALUE!,0
62,29-Jul-11,The Future,"$1,000,000 ","$568,662 ","$1,239,174 ",,The Future,,,,,#VALUE!,0
63,14-Feb-03,All the Real Girls,"$1,000,000 ","$549,666 ","$703,020 ",,All the Real Girls,,,,,#VALUE!,0
64,24-Oct-14,23 Blast,"$1,000,000 ","$549,185 ","$549,185 ",,23 Blast,,,,,#VALUE!,0
65,20-Jun-97,Dream With The Fishes,"$1,000,000 ","$542,909 ","$542,909 ",,Dream With The Fishes,,,,,#VALUE!,0
66,19-Jul-13,The Act of Killing,"$1,000,000 ","$486,919 ","$1,227,316 ",,The Act of Killing,,,,,#VALUE!,0
67,2-May-03,Blue Car,"$1,000,000 ","$464,126 ","$475,367 ",,Blue Car,,,,,#VALUE!,0
68,19-Oct-07,Wristcutters: A Love Story,"$1,000,000 ","$446,165 ","$473,769 ",,Wristcutters: A Love Story,,,,,#VALUE!,0
69,5-May-00,Luminarias,"$1,000,000 ","$428,535 ","$428,535 ",,Luminarias,,,,,#VALUE!,0
70,18-Jul-14,I Origins,"$1,000,000 ","$336,472 ","$852,399 ",,I Origins,,,,,#VALUE!,0
71,28-Nov-14,Antarctica: A Year on Ice,"$1,000,000 ","$288,757 ","$288,757 ",,Antarctica: A Year on Ice,,,,,#VALUE!,0
72,22-Aug-03,The Battle of Shaker Heights,"$1,000,000 ","$280,351 ","$839,145 ",,The Battle of Shaker Heights,,,,,#VALUE!,0
73,18-Jan-08,Taxi to the Dark Side,"$1,000,000 ","$274,661 ","$304,472 ",,Taxi to the Dark Side,,,,,#VALUE!,0
74,8-Apr-16,The Invitation,"$1,000,000 ","$231,738 ","$354,836 ",,The Invitation,,,,,#VALUE!,0
75,24-Sep-04,Guiana 1838,"$1,000,000 ","$227,241 ","$227,241 ",,Guiana 1838,,,,,#VALUE!,0
76,30-Dec-02,Love Liza,"$1,000,000 ","$213,137 ","$213,137 ",,Love Liza,,,,,#VALUE!,0
77,7-Jul-06,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,"$1,000,000 ","$144,601 ","$215,559 ",,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,,,,,#VALUE!,0
78,22-Aug-01,Lisa Picard is Famous,"$1,000,000 ","$113,433 ","$113,433 ",,Lisa Picard is Famous,,,,,#VALUE!,0
79,31-Jul-15,Beyond the Brick: A LEGO Brickumentary,"$1,000,000 ","$101,531 ","$101,531 ",,Beyond the Brick: A LEGO Brickumentary,,,,,#VALUE!,0
80,30-Oct-09,The House of the Devil,"$1,000,000 ","$101,215 ","$102,812 ",,The House of the Devil,,,,,#VALUE!,0
81,1-Jun-12,Hardflip,"$1,000,000 ","$96,734 ","$96,734 ",,Hardflip,,,,,#VALUE!,0
82,11-Mar-16,Creative Control,"$1,000,000 ","$63,014 ","$63,014 ",,Creative Control,,,,,#VALUE!,0
83,16-Sep-05,Chocolate: Deep Dark Secrets,"$1,000,000 ","$49,000 ","$1,549,000 ",,Chocolate: Deep Dark Secrets,,,,,#VALUE!,0
84,1-Jul-11,The Perfect Host,"$1,000,000 ","$48,764 ","$51,587 ",,The Perfect Host,,,,,#VALUE!,0
85,25-Sep-98,The Last Big Thing,"$1,000,000 ","$22,434 ","$22,434 ",,The Last Big Thing,,,,,#VALUE!,0
86,7-Aug-98,Safe Men,"$1,000,000 ","$21,210 ","$21,210 ",,Safe Men,,,,,#VALUE!,0
87,31-Aug-01,Speedway Junky,"$1,000,000 ","$17,127 ","$17,127 ",,Speedway Junky,,,,,#VALUE!,0
88,13-Feb-15,Hits,"$1,000,000 ","$15,156 ","$15,156 ",,Hits,,,,,#VALUE!,0
89,22-Sep-00,The Specials,"$1,000,000 ","$12,996 ","$12,996 ",,The Specials,,,,,#VALUE!,0
90,3-Sep-10,16 to Life,"$1,000,000 ","$11,574 ","$11,574 ",,16 to Life,,,,,#VALUE!,0
91,17-Jan-07,Alone with Her,"$1,000,000 ","$10,787 ","$844,377 ",,Alone with Her,,,,,#VALUE!,0
92,17-Oct-14,Camp X-Ray,"$1,000,000 ","$9,837 ","$101,053 ",,Camp X-Ray,,,,,#VALUE!,0
93,21-Nov-08,Special,"$1,000,000 ","$7,202 ","$26,822 ",,Special,,,,,#VALUE!,0
94,10-Apr-15,The Sisterhood of Night,"$1,000,000 ","$6,870 ","$6,870 ",,The Sisterhood of Night,,,,,#VALUE!,0
95,19-Mar-99,Sparkler,"$1,000,000 ","$5,494 ","$5,494 ",,Sparkler,,,,,#VALUE!,0
96,18-Mar-05,The Helix… Loaded,"$1,000,000 ","$3,700 ","$3,700 ",,The Helix… Loaded,,,,,#VALUE!,0
97,15-May-15,Childless,"$1,000,000 ","$1,036 ","$1,036 ",,Childless,,,,,#VALUE!,0
98,21-Apr-06,In Her Line of Fire,"$1,000,000 ",$884 ,$884 ,,In Her Line of Fire,,,,,#VALUE!,0
99,13-Dec-02,The Jimmy Show,"$1,000,000 ",$703 ,$703 ,,The Jimmy Show,,,,,#VALUE!,0
100,31-Dec-13,Heli,"$1,000,000 ",$0 ,"$552,614 ",,Heli,,,,,#VALUE!,0
1,31-Dec-15,Karachi se Lahore,"$1,000,000 ",$0 ,"$17,721 ",,Karachi se Lahore,,,,,#VALUE!,0
2,31-Dec-06,Loving Annabelle,"$1,000,000 ",$0 ,"$5,382 ",,Loving Annabelle,,,,,#VALUE!,0
3,11-Dec-15,American Hero,"$1,000,000 ",$0 ,$26 ,,American Hero,,,,,#VALUE!,0
4,1-Dec-09,Frat Party,"$1,000,000 ",$0 ,$0 ,,Frat Party,,,,,#VALUE!,0
5,15-Sep-06,Jimmy and Judy,"$1,000,000 ",$0 ,$0 ,,Jimmy and Judy,,,,,#VALUE!,0
6,24-Oct-03,The Party's Over,"$1,000,000 ",$0 ,$0 ,,The Party's Over,,,,,#VALUE!,0
7,17-Jul-09,The Poker House,"$1,000,000 ",$0 ,$0 ,,The Poker House,,,,,#VALUE!,0
8,23-Sep-05,Proud,"$1,000,000 ",$0 ,$0 ,,Proud,,,,,#VALUE!,0
9,31-Dec-08,Steppin: The Movie,"$1,000,000 ",$0 ,$0 ,,Steppin: The Movie,,,,,#VALUE!,0
10,29-Jan-10,Zombies of Mass Destruction,"$1,000,000 ",$0 ,$0 ,,Zombies of Mass Destruction,,,,,#VALUE!,0
11,20-Mar-12,Snow White: A Deadly Summer,"$1,000,000 ",$0 ,$0 ,,Snow White: A Deadly Summer,,,,,#VALUE!,0
12,9-Oct-12,Truth or Die,"$1,000,000 ",$0 ,$0 ,,Truth or Die,,,,,#VALUE!,0
13,14-May-13,Black Rock,"$1,000,000 ",$0 ,$0 ,,Black Rock,,,,,#VALUE!,0
14,7-Jan-14,Hidden Away,"$1,000,000 ",$0 ,$0 ,,Hidden Away,,,,,#VALUE!,0
15,4-Oct-13,My Last Day Without You,"$1,000,000 ",$0 ,$0 ,,My Last Day Without You,,,,,#VALUE!,0
16,8-Oct-13,Zombie Hunter,"$1,000,000 ",$0 ,$0 ,,Zombie Hunter,,,,,#VALUE!,0
17,31-Dec-14,Doc Holliday's Revenge,"$1,000,000 ",$0 ,$0 ,,Doc Holliday's Revenge,,,,,#VALUE!,0
18,24-Jun-14,A Fine Step,"$1,000,000 ",$0 ,$0 ,,A Fine Step,,,,,#VALUE!,0
19,10-Feb-15,Fear Clinic,"$1,000,000 ",$0 ,$0 ,,Fear Clinic,,,,,#VALUE!,0
20,10-Mar-15,The Pet,"$1,000,000 ",$0 ,$0 ,,The Pet,,,,,#VALUE!,0
21,31-Dec-14,Bang Bang Baby,"$1,000,000 ",$0 ,$0 ,,Bang Bang Baby,,,,,#VALUE!,0
22,8-Apr-16,Hush,"$1,000,000 ",$0 ,$0 ,,Hush,,,,,#VALUE!,0
23,1-Mar-16,1982,"$1,000,000 ",$0 ,$0 ,,1982,,,,,#VALUE!,0
24,27-Oct-15,The Horror Network,"$1,000,000 ",$0 ,$0 ,,The Horror Network,,,,,#VALUE!,0
25,31-Dec-16,Chemical Cut,"$1,000,000 ",$0 ,$0 ,,Chemical Cut,,,,,#VALUE!,0
26,22-Dec-15,Por amor en el caserio,"$1,000,000 ",$0 ,$0 ,,Por amor en el caserio,,,,,#VALUE!,0
27,1-Jun-07,And Then Came Love,"$989,000 ","$8,158 ","$8,158 ",,And Then Came Love,,,,,#VALUE!,0
28,14-Apr-06,Hard Candy,"$950,000 ","$1,024,640 ","$8,267,066 ",,Hard Candy,,,,,#VALUE!,0
29,27-Sep-02,Charly,"$950,000 ","$814,666 ","$814,666 ",,Charly,,,,,#VALUE!,0
30,10-Jan-14,Banshee Chapter,"$950,000 ",$0 ,"$78,122 ",,Banshee Chapter,,,,,#VALUE!,0
31,31-Dec-12,Trance,"$950,000 ",$0 ,$0 ,,Trance,,,,,#VALUE!,0
32,12-Aug-14,Jesse,"$950,000 ",$0 ,$0 ,,Jesse,,,,,#VALUE!,0
33,3-Mar-15,Ask Me Anything,"$950,000 ",$0 ,$0 ,,Ask Me Anything,,,,,#VALUE!,0
34,13-Apr-12,L!fe Happens,"$930,000 ","$30,905 ","$30,905 ",,L!fe Happens,,,,,#VALUE!,0
35,12-May-17,Lowriders,"$916,000 ","$6,179,955 ","$6,188,421 ",,Lowriders,,,,,#VALUE!,0
36,21-Nov-14,Food Chains,"$913,000 ",$0 ,$176 ,,Food Chains,,,,,#VALUE!,0
37,28-Jul-54,On the Waterfront,"$910,000 ","$9,600,000 ","$9,600,000 ",,On the Waterfront,,,,,#VALUE!,0
38,12-Jul-13,Fruitvale Station,"$900,000 ","$16,098,998 ","$17,549,645 ",,Fruitvale Station,,,,,#VALUE!,0
39,1-Apr-16,Meet the Blacks,"$900,000 ","$9,097,072 ","$9,097,072 ",,Meet the Blacks,,,,,#VALUE!,0
40,25-Jan-08,"4 luni, 3 saptamani si 2 zile","$900,000 ","$1,196,321 ","$11,993,156 ",,"4 luni, 3 saptamani si 2 zile",,,,,#VALUE!,0
41,26-Aug-11,Circumstance,"$900,000 ","$454,121 ","$958,978 ",,Circumstance,,,,,#VALUE!,0
42,25-Aug-06,The Quiet,"$900,000 ","$381,420 ","$381,420 ",,The Quiet,,,,,#VALUE!,0
43,27-Apr-12,The Giant Mechanical Man,"$900,000 ","$7,396 ","$7,396 ",,The Giant Mechanical Man,,,,,#VALUE!,0
44,5-Apr-13,The Brass Teapot,"$900,000 ","$6,997 ","$413,733 ",,The Brass Teapot,,,,,#VALUE!,0
45,31-Dec-14,40 Weeks,"$900,000 ",$0 ,$0 ,,40 Weeks,,,,,#VALUE!,0
46,5-May-15,Le bonheur d'Elza,"$900,000 ",$0 ,$0 ,,Le bonheur d'Elza,,,,,#VALUE!,0
47,13-Aug-42,Bambi,"$858,000 ","$102,797,000 ","$268,000,000 ",,Bambi,,,,,#VALUE!,0
48,31-Aug-12,"For a Good Time, Call","$850,000 ","$1,251,749 ","$1,386,088 ",,"For a Good Time, Call",,,,,#VALUE!,0
49,30-Jan-04,Latter Days,"$850,000 ","$833,118 ","$865,708 ",,Latter Days,,,,,#VALUE!,0
